"omm_id","Date","Tmax","Tmin","Precip","Nub","Sunabs","Solrad"
87585,2012-11-22,29.4,19.4,22.5,6,1.7,NA
87585,2012-11-23,22.7,15.2,0,7,3.7,14.79201348
87585,2012-11-24,26.8,12.6,0,0,11.9,30.90764142
87585,2012-11-25,23.5,13.6,4.9,4,8.5,22.92448056
87585,2012-11-26,22.6,15.4,0,4,9.4,21.7331928
87585,2012-11-27,33,15.5,0,2,11.8,27.99458772
87585,2012-11-28,28,18.8,0,5,9.6,25.32926538
87585,2012-11-29,24.5,17.4,21.7,5,10.6,29.87157528
87585,2012-11-30,27.5,17.6,0,6,6.4,20.4849477
87585,2012-12-01,30.4,15.7,0,1,12,30.94559334
87585,2012-12-02,32.6,19.6,14,0,12,30.85778052
87585,2012-12-03,32.3,20.5,0,8,7.9,23.78521758
87585,2012-12-04,31.1,22.5,0,5,10.4,25.07011092
87585,2012-12-05,32.1,23.8,2,3,10.6,26.77611834
87585,2012-12-06,25.1,22.4,122,8,0,2.82095484000001
87585,2012-12-07,26.6,16.5,0,4,10.8,NA
87585,2012-12-08,31.1,16.8,0,0,11.6,31.7919873
87585,2012-12-09,33.1,17,0,0,11.9,31.05235836
87585,2012-12-10,32.9,18.3,46,5,6.1,16.32593148
87585,2012-12-11,31.2,15.5,0,0,11.6,31.4395638
87585,2012-12-12,33.4,17.6,0,0,11.7,31.09667598
87585,2012-12-13,29.2,18.3,0,0,11.3,NA
87585,2012-12-14,29.6,19.2,0,5,4.1,15.60299508
87585,2012-12-15,32.8,21,1,5,9.7,26.34258912
87585,2012-12-16,27.6,19.7,10,6,1.7,7.36193514
87585,2012-12-17,27,16.1,0,6,8,22.91111244
87585,2012-12-18,24.7,16.1,0,7,3.8,19.12396344
87585,2012-12-19,26.4,20.2,36,6,3.3,12.6371049
87585,2012-12-20,26.1,19.3,0,5,5,18.07979538
87585,2012-12-21,27.2,17.3,0,1,11.2,31.4285466
87585,2012-12-22,30.8,18.5,0,0,12.3,31.88261388
87585,2012-12-23,31.7,21.1,0,0,11.4,31.714197
87585,2012-12-24,37.1,25.3,25,3,11.4,27.55546428
87585,2012-12-25,33.5,20.5,0.3,5,7.1,22.62921696
87585,2012-12-26,25.7,15.4,0,3,11.3,31.15217544
87585,2012-12-27,24.3,15.6,0,3,9.1,20.19266844
87585,2012-12-28,27.7,18.1,0,5,10.2,29.57316996
87585,2012-12-29,29.5,20,0,5,7.5,22.01843808
87585,2012-12-30,33.9,22.8,0,0,11.3,30.52154358
87585,2012-12-31,31.5,21.8,3,4,6.9,14.32711998
87585,2013-01-01,22.6,11.6,0,2,11.8,27.60652152
87585,2013-01-02,23.5,11.4,0,1,11.2,28.03523682
87585,2013-01-03,26.3,17.6,0,0,11.6,31.5039483
87585,2013-01-04,31.2,22,29,5,10.4,28.31016792
87585,2013-01-05,30.3,20.2,0,5,8.8,22.9337538
87585,2013-01-06,32.1,20.6,0,3,10.6,26.24327178
87585,2013-01-07,33.7,23.8,0,4,9.9,23.86066674
87585,2013-01-08,29.6,20,0,5,2,15.99086226
87585,2013-01-09,30.1,21.9,0,2,11.4,29.0512935
87585,2013-01-10,31.9,22.6,0,0,11.6,31.26667104
87585,2013-01-11,31.6,22.7,0,1,11.7,31.49677278
87585,2013-01-12,29.9,22.3,0,4,9.4,28.55306454
87585,2013-01-13,31,21.4,0,0,11.7,30.76939782
87585,2013-01-14,30.6,23,0,3,10.8,28.43494566
87585,2013-01-15,30.6,22.3,0,0,11.7,30.82895994
87585,2013-01-16,31.9,21.1,10.7,5,7.4,23.26486122
87585,2013-01-17,30.2,20.4,0,4,7.7,20.51829786
87585,2013-01-18,30.6,19.2,0,3,11.7,23.57378244
87585,2013-01-19,24.1,18.4,11.5,7,1,9.35334378
87585,2013-01-20,26.5,17.4,0,4,8.9,25.75212474
87585,2013-01-21,27.5,20.1,0,2,11.9,30.76648416
87585,2013-01-22,30,21.2,0,4,11,29.87295162
87585,2013-01-23,31.9,21.2,0.3,4,9.3,22.93570398
87585,2013-01-24,37,24.2,0,3,11,NA
87585,2013-01-25,25.9,14.3,0,1,11.8,27.99220212
87585,2013-01-26,28.5,12.8,0,0,10.9,30.64650516
87585,2013-01-27,31.5,19,0,0,11.7,30.2272635
87585,2013-01-28,36.8,22.6,0,2,11.1,28.00267422
87585,2013-01-29,34.8,23.2,0,4,9.2,23.49140226
87585,2013-01-30,33.8,23.1,0,1,11.8,27.61557186
87585,2013-01-31,32.6,23.1,0.2,5,5.3,17.6398593
87585,2013-02-01,37.4,23.8,25,3,11.5,27.46027074
87585,2013-02-02,32.9,20,0,8,5.5,17.41615008
87585,2013-02-03,25,15.4,0,0,11.4,30.52896426
87585,2013-02-04,26.7,16.1,0,0,11.1,30.5630925
87585,2013-02-05,30.1,16.3,0,1,11.1,30.01628688
